,train_loss,train_accuracy,test_loss,test_accuracy
0,0.851551179197913,0.7009556941778631,0.9467252489572135,0.672823482428115
1,0.8477236312776518,0.7021153230966091,0.9429370241995436,0.674520766773163
2,0.8452161073646558,0.7015754958413307,0.9407297389956709,0.6763178913738019
3,0.8444880138813343,0.702575175943698,0.9398509707218542,0.6793130990415336
4,0.8391826358347921,0.7052743122200895,0.9342500276554125,0.6808107028753994
5,0.837074958240841,0.7053342930262316,0.9451991108278878,0.6720247603833865
6,0.8368341998838875,0.7039147472808701,0.9376895814753188,0.6787140575079872
7,0.8311470949108297,0.7071337172104927,0.9224199445102923,0.6776158146964856
8,0.8314856301876344,0.7067938259756877,0.9177189436488258,0.6831070287539937
9,0.827557940190981,0.7091930582213691,0.9217109761108606,0.6796126198083067
10,0.8289795613067698,0.7091130838131798,0.9582380622910996,0.6721246006389776
11,0.8229955136203949,0.7119521753039028,0.9354376887646727,0.676417731629393
12,0.8221969494854725,0.7105326295585412,0.9699593956192462,0.669029552715655
13,0.8226100016654644,0.711912188099808,0.9389504742698548,0.6759185303514377
14,0.8195860656651639,0.7129118682021753,0.9216489836145133,0.6805111821086262
