,train_loss,train_accuracy,test_loss,test_accuracy
0,0.7360303455145025,0.7422224888035829,0.914457262133638,0.6830071884984026
1,0.7356150389213404,0.7443418106206015,0.9129279710995123,0.6860023961661342
2,0.7353297935814257,0.7432821497120922,0.9154598000712288,0.6845047923322684
3,0.7345951338818801,0.7432821497120922,0.915812433670504,0.6868011182108626
4,0.734709828310263,0.7435820537428023,0.9172872586276966,0.6860023961661342
5,0.7349932682643849,0.7431222008957133,0.9193805326192904,0.6833067092651757
6,0.7346831083831616,0.7439019513755598,0.9128078984471556,0.6878993610223643
7,0.7345659951140159,0.7426423544465771,0.9126066383652793,0.6868011182108626
8,0.7336017073192279,0.744781669865643,0.9147052229783786,0.6839057507987221
9,0.7340052812357248,0.7432021753039028,0.9219519088443476,0.6836062300319489
10,0.7331808582949318,0.7442418426103646,0.9169604822088735,0.6825079872204473
11,0.7336131231912953,0.7446817018554063,0.9146001380853379,0.6866014376996805
12,0.733368243943478,0.7429422584772872,0.9239829438753402,0.6848043130990416
13,0.7330675000040027,0.7430622200895713,0.9242779700615155,0.6772164536741214
14,0.7322329118781111,0.7452215291106846,0.9161594022577182,0.6861022364217252
15,0.7328994773704886,0.7446817018554063,0.9241969909626074,0.6839057507987221
16,0.7320809743569131,0.7451415547024952,0.922591459541656,0.6859025559105432
17,0.7323916702223221,0.7457213691618682,0.9205888029866325,0.6824081469648562
18,0.7319780599590455,0.7459213051823417,0.918167812898517,0.6822084664536742
19,0.732107473540901,0.7451615483045425,0.9203138000096757,0.6832068690095847
