,train_loss,train_accuracy,test_loss,test_accuracy
0,1.7554796626195883,0.35587835677749363,1.5402393785251933,0.43660429936305734
1,1.4572282935042515,0.47318574168797956,1.3689272399920567,0.49890525477707004
2,1.3221626748209414,0.5243566176470589,1.2843976248601439,0.5328423566878981
3,1.2411330872789368,0.5554068094629157,1.209333934981352,0.5658837579617835
4,1.1781857588407023,0.5782049232736572,1.17516937605135,0.5817078025477707
5,1.1388435497155884,0.5958679667519181,1.128335558115297,0.5982285031847133
6,1.1119160537829484,0.6072570332480819,1.1367951297456291,0.602906050955414
7,1.0881784504941663,0.6169677109974424,1.097332891764914,0.6135549363057324
8,1.067498198022013,0.6220028772378516,1.0970082827814065,0.6163415605095541
9,1.0485380915424707,0.6326726342710998,1.110787554151693,0.6079816878980892
10,1.0299012287498435,0.6362292199488491,1.0566509977267806,0.6312699044585988
11,1.0209541621872835,0.6421435421994884,1.0452099049546917,0.6346536624203821
12,1.0033449153308673,0.6473185741687979,1.026132801156135,0.6443073248407644
13,0.9946378631055203,0.6498361572890026,1.0282169460870658,0.6411226114649682
14,0.9871625241721073,0.6530330882352942,1.0158822441556652,0.643312101910828
